"Amparo","Amp","SumaDePagos","Modelo","Color","Carroceria","MARCA","Referencia1","Referencia2","CLASE_FASECOLDA","TIPO_VEHICULO","SERVICIO","Sexo_Aseg","Edad","Desde","Hasta","Vr_Comercial","Pago"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",36,"2011-08-31","2012-08-31",0,"No"
NA,NA,NA,2008,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",65,"2012-05-25","2013-05-25",12300000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",64,"2011-04-25","2012-04-25",14700000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",36,"2012-04-12","2013-04-12",19690000,"No"
NA,NA,NA,2011,"BLANCO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",36,"2012-04-14","2013-04-14",24500000,"No"
NA,NA,NA,2013,"AMARILLO","HATCHBACK","HYUNDAI","i10 [FL]","CITY TAXI PLUS","AUTOMOVIL","Livianos","Publico","M",45,"2011-03-14","2012-03-14",0,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4483371,2011,"ROJO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",63,"2012-06-10","2013-06-10",24500000,"S�"
NA,NA,NA,2012,"BLANCO","BUS-BUSETA","HYUNDAI","STAREX [1]","H1","MICROBUS","Pesados","Publico","M",44,"2011-03-18","2012-03-18",78790000,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",43,"2011-05-07","2012-05-07",32600000,"No"
NA,NA,NA,2007,"AZUL","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-04-17","2013-04-17",21800000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,999,"2011-01-11","2012-01-11",61100000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",4408182,2013,"AZUL","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",36,"2012-08-28","2013-08-28",22490000,"S�"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",38,"2011-07-21","2012-07-21",39390000,"No"
NA,NA,NA,2005,"BLANCO","SEDAN","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular","F",36,"2011-10-01","2012-10-01",19300000,"No"
NA,NA,NA,2008,"BLANCO","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular",NA,999,"2011-06-03","2012-06-03",15800000,"No"
"PERDIDA TOTAL HURTO","PTH",745349,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-04-12","2013-04-12",2.7e+07,"S�"
NA,NA,NA,2011,"ROJO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",36,"2011-05-30","2012-05-30",2.6e+07,"No"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",66,"2011-03-15","2012-03-15",2.1e+07,"No"
NA,NA,NA,2010,"PLATA","COUPE","HYUNDAI","GENESIS","COUPE","AUTOMOVIL","Livianos","Particular","M",53,"2011-10-29","2012-10-29",53400000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",45,"2011-01-31","2012-01-31",29800000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2011-07-25","2012-07-25",17300000,"No"
NA,NA,NA,2011,"BLANCO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",36,"2012-03-11","2013-03-11",4.9e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",513041,2011,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",39,"2011-03-10","2012-03-10",22990000,"S�"
NA,NA,NA,2012,"ROJO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",38,"2012-06-21","2013-06-21",21790000,"No"
NA,NA,NA,2010,"BEIGE","CABINADO","HYUNDAI","VERACRUZ","GL","CAMPERO","Livianos","Particular",NA,0,"2012-02-18","2013-02-18",70400000,"No"
NA,NA,NA,2008,"AZUL","SEDAN","HYUNDAI","ACCENT VISION","LS","AUTOMOVIL","Livianos","Particular","M",50,"2012-07-25","2013-07-25",24600000,"No"
NA,NA,NA,2011,"DORADO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",42,"2011-12-17","2012-12-17",25100000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2908142,2009,"PLATA","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",49,"2012-06-12","2013-06-12",17800000,"S�"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",49,"2011-01-29","2012-01-29",20500000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",76,"2011-11-23","2012-11-23",15400000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",43,"2011-03-29","2012-03-29",11700000,"No"
NA,NA,NA,2011,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",43,"2011-08-06","2012-08-06",20500000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",49,"2011-08-05","2012-08-05",23200000,"No"
NA,NA,NA,2013,"AMARILLO","HATCHBACK","HYUNDAI","i10 [FL]","CITY TAXI PLUS","AUTOMOVIL","Livianos","Publico","M",45,"2012-01-02","2013-01-01",0,"No"
NA,NA,NA,2001,"DORADO","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",58,"2011-01-31","2012-01-31",1.1e+07,"No"
NA,NA,NA,2009,"ROJO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-05-06","2013-05-06",16800000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",85,"2011-02-11","2012-02-11",15400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1064840,2012,"ROJO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",61,"2011-12-09","2012-12-09",23990000,"S�"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-12-23","2012-12-23",0,"No"
NA,NA,NA,2007,"BLANCO","SEDAN","HYUNDAI","ACCENT VISION","LS","AUTOMOVIL","Livianos","Particular","F",45,"2011-10-01","2012-10-01",18500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2004,"PLATA","SEDAN","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular","M",46,"2011-12-15","2012-12-15",15400000,"No"
NA,NA,NA,2012,"VERDE","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","M",25,"2011-12-28","2012-12-28",5.6e+07,"No"
NA,NA,NA,2013,"AMARILLO","HATCHBACK","HYUNDAI","i10 [FL]","CITY TAXI PLUS","AUTOMOVIL","Livianos","Publico","M",45,"2013-01-27","2014-01-27",0,"No"
NA,NA,NA,2005,"GRIS","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",0,"2011-04-19","2012-04-19",11700000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2012-06-06","2013-06-06",15400000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",33,"2011-04-20","2012-04-20",32990000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2012-01-16","2013-01-16",0,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",55,"2011-03-03","2011-10-01",24590000,"No"
NA,NA,NA,2011,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",57,"2011-03-29","2012-03-29",28300000,"No"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",0,"2013-01-01","2013-04-01",38800000,"No"
NA,NA,NA,2012,"BRONCE SUAVE","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","F",61,"2011-12-19","2012-12-19",37800000,"No"
NA,NA,NA,2009,"PLATA","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-06-17","2013-06-17",16500000,"No"
NA,NA,NA,2011,"AZUL","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular",NA,0,"2011-08-04","2012-08-04",50900000,"No"
NA,NA,NA,2013,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",0,"2012-11-02","2013-11-02",33690000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2008,"AZUL","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular","F",33,"2012-08-26","2013-08-26",18700000,"No"
NA,NA,NA,2000,"ROJO","SEDAN","HYUNDAI","ATOS [1]","GL","AUTOMOVIL","Livianos","Particular","F",23,"2012-01-12","2013-01-12",7900000,"No"
NA,NA,NA,2009,"PLATA","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",45,"2012-01-10","2013-01-10",2.1e+07,"No"
NA,NA,NA,2004,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY","AUTOMOVIL TAXI","Livianos","Publico","M",38,"2012-06-21","2013-06-21",6200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2013,"BRONCE","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",27,"2012-08-08","2013-08-08",64046600,"No"
NA,NA,NA,2012,"PLATA","CABINADO","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Particular",NA,999,"2011-05-20","2012-05-20",73790000,"No"
NA,NA,NA,2007,"PLATA","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",30,"2012-03-08","2013-03-08",13300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",392598,2012,"PLATA","ST. WAGON","HYUNDAI","SANTA FE [2] [FL]","GL CRDI","CAMIONETA","Livianos","Particular","F",112,"2012-03-26","2013-03-26",76990000,"S�"
NA,NA,NA,2009,"BLANCO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL/GLS","AUTOMOVIL","Livianos","Particular",NA,0,"2011-12-03","2012-12-03",21700000,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",53,"2011-11-06","2012-11-06",50690000,"No"
NA,NA,NA,2012,"PLATEADO","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2011-03-05","2012-03-05",4.3e+07,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMPERO","Livianos","Particular","F",39,"2012-04-30","2013-04-30",73600000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-10-03","2013-10-03",15500000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2011-02-11","2012-02-11",17300000,"No"
NA,NA,NA,2004,"AZUL","CABINADO","HYUNDAI","TERRACAN","GLS 2.5 TCI","CAMPERO","Livianos","Particular","M",69,"2011-05-22","2012-05-22",31300000,"No"
NA,NA,NA,2013,"ROJO","HATCHBACK","HYUNDAI","i10 [FL]","1.1L","AUTOMOVIL","Livianos","Particular","F",41,"2011-07-18","2012-07-18",28800000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",40,"2012-09-26","2013-09-26",20500000,"No"
NA,NA,NA,2008,"VINO TINTO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",53,"2013-01-01","2013-04-01",23400000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2011-10-15","2012-10-15",17300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3949199,1997,"BLANCO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",63,"2012-05-10","2013-05-10",7e+06,"S�"
NA,NA,NA,2007,"PLATEADO","CABINADO","HYUNDAI","TERRACAN","GL 3.5 V6 DOHC","CAMPERO","Livianos","Particular",NA,999,"2012-08-01","2013-08-01",37900000,"No"
"GASTOS DE TRANSPORTE POR PERDIDA TOTAL","GT",22128583.12,2010,"AZUL","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",52,"2011-03-30","2012-03-30",22800000,"S�"
NA,NA,NA,2010,"PLATA","METALICA","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2012-02-29","2013-02-28",23400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",2668118,2011,"PLATA","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",49,"2012-01-29","2013-01-29",20500000,"S�"
NA,NA,NA,2009,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular","M",75,"2012-06-28","2013-06-28",41200000,"No"
NA,NA,NA,2013,"BLANCO","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-07-18","2013-07-18",24800000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",56,"2011-10-31","2012-10-31",34390000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2007,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",61,"2011-04-20","2012-04-20",22600000,"No"
"PERDIDA TOTAL O PARCIAL POR HURTO","PTH",2510591,2012,"BLANCO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",26,"2012-03-23","2013-03-23",61290000,"S�"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",51,"2011-01-27","2012-01-27",17600000,"No"
NA,NA,NA,2008,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",0,"2011-06-24","2012-06-24",15800000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",40,"2011-08-05","2012-08-05",1.8e+07,"No"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-07-27","2013-07-27",20400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",357077,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,999,"2011-10-01","2012-10-01",61100000,"S�"
NA,NA,NA,2006,"PLATA","SEDAN","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",45,"2012-05-06","2013-05-06",12800000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-04-08","2012-03-09",0,"No"
NA,NA,NA,2010,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",43,"2012-06-26","2013-06-26",26800000,"No"
NA,NA,NA,2011,"DORADO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",42,"2012-04-17","2013-04-17",25100000,"No"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",42,"2012-01-26","2013-01-26",33800000,"No"
NA,NA,NA,2008,"PLATEADO","ST. WAGON","HYUNDAI","TUCSON","GL","CAMIONETA","Livianos","Particular","F",38,"2012-02-21","2013-02-21",38300000,"No"
NA,NA,NA,2008,"BLANCO","FURGON","HYUNDAI","PORTER","H100 [2][ASL]","FURGON","Pesados","Publico",NA,999,"2011-10-01","2012-10-01",3.8e+07,"No"
NA,NA,NA,2012,"ROJO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",41,"2011-03-02","2012-03-02",19790000,"No"
NA,NA,NA,2009,"AZUL","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",52,"2011-08-03","2012-08-03",17500000,"No"
NA,NA,NA,2006,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",28,"2011-07-02","2012-07-02",10900000,"No"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",40,"2012-04-09","2013-04-09",13700000,"No"
NA,NA,NA,2007,"GRIS","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Oficial",NA,0,"2012-07-29","2013-07-29",0,"No"
NA,NA,NA,2009,"PLATEADO","HATCHBACK","HYUNDAI","TUCSON","GL CRDI","CAMPERO","Livianos","Particular","M",0,"2011-09-27","2012-09-27",40800000,"No"
NA,NA,NA,2011,"AZUL","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-04-26","2013-04-26",25990000,"No"
NA,NA,NA,2010,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",49,"2012-05-07","2013-05-07",18200000,"No"
NA,NA,NA,2005,"AZUL","SEDAN","HYUNDAI","ACCENT GYRO","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-06-19","2013-06-19",15700000,"No"
NA,NA,NA,2009,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-07-25","2013-07-25",11700000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",34,"2011-05-26","2012-05-26",23070000,"No"
NA,NA,NA,2013,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Oficial",NA,999,"2011-04-09","2012-04-09",44400000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",33,"2012-07-29","2013-07-29",27972641,"No"
NA,NA,NA,2009,"AZUL","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",0,"2012-12-26","2013-12-26",15300000,"No"
NA,NA,NA,2007,"GRIS","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-09-10","2013-09-10",1.7e+07,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",53,"2012-03-03","2013-03-03",29790000,"No"
NA,NA,NA,2007,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2012-04-25","2013-04-25",18900000,"No"
NA,NA,NA,2009,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",49,"2012-10-01","2013-01-01",15300000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",42,"2011-11-19","2012-11-19",15500000,"No"
NA,NA,NA,2013,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",27,"2011-08-31","2012-08-31",46806200,"No"
NA,NA,NA,2010,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",50,"2011-08-24","2012-08-24",27900000,"No"
NA,NA,NA,2002,"PLATA","HATCHBACK","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",57,"2011-07-16","2012-07-16",11300000,"No"
NA,NA,NA,2004,"AZUL","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","F",41,"2012-07-30","2013-07-30",13900000,"No"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",48,"2012-09-27","2013-09-27",0,"No"
NA,NA,NA,2012,"AZUL","HATCHBACK","HYUNDAI","i10 [FL]","ADVENTURE","AUTOMOVIL","Livianos","Particular","F",31,"2012-02-03","2013-02-03",21400000,"No"
NA,NA,NA,1999,"BEIGE","SEDAN","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","F",43,"2012-09-22","2013-09-22",11400000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2012-02-21","2013-02-21",15400000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",33,"2012-04-26","2012-08-28",36890000,"No"
NA,NA,NA,2011,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",30,"2011-09-23","2012-09-23",24500000,"No"
NA,NA,NA,2009,"AZUL","SEDAN","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",52,"2011-03-30","2012-03-30",17500000,"No"
NA,NA,NA,2012,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",66,"2011-11-03","2012-11-03",2.9e+07,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",35,"2012-08-10","2013-08-10",34200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",825576,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-10-01","2012-10-01",56800000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2012,"BLANCO","COUPE","HYUNDAI","i10 [FL]","SPORT","AUTOMOVIL","Livianos","Particular",NA,0,"2012-01-30","2013-01-30",24600000,"No"
NA,NA,NA,2007,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",31,"2011-05-17","2012-05-17",14700000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",0,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",42,"2012-03-26","2013-03-26",15500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3620332,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",0,"2012-07-17","2013-07-17",13800000,"S�"
NA,NA,NA,1995,"VIOLETA","SEDAN","HYUNDAI","ACCENT","GLS","AUTOMOVIL","Livianos","Particular","F",37,"2012-07-12","2013-07-12",1e+07,"No"
NA,NA,NA,2011,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-08-31","2011-12-31",24700000,"No"
NA,NA,NA,2012,"BLANCO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",26,"2012-10-10","2013-10-10",61290000,"No"
NA,NA,NA,2009,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-10-01","2012-10-01",2.7e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",70000,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,0,"2013-01-01","2013-04-01",49600000,"S�"
NA,NA,NA,2005,"BLANCO","CABINADO","HYUNDAI","SANTA FE [1]","GLS","CAMIONETA","Livianos","Particular","F",71,"2013-02-17","2014-02-17",0,"No"
NA,NA,NA,2009,"AZUL","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",33,"2012-02-17","2013-02-17",19500000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2012-05-13","2013-04-13",20700000,"No"
NA,NA,NA,2011,"NEGRO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",0,"2012-08-19","2012-09-30",20500000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3867842,2010,"PLATA","METALICA","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",0,"2012-10-17","2013-10-17",23400000,"S�"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",61,"2011-01-26","2012-01-26",20700000,"No"
