"Amparo","Amp","SumaDePagos","Modelo","Color","Carroceria","MARCA","Referencia1","Referencia2","CLASE_FASECOLDA","TIPO_VEHICULO","SERVICIO","Sexo_Aseg","Edad","Desde","Hasta","Vr_Comercial","Pago"
NA,NA,NA,2011,"BLANCO","FURGON","HYUNDAI","HD","65C-EURO III","FURGON","Pesados","Publico","M",61,"2012-03-21","2013-03-21",66900000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",67,"2012-07-16","2013-07-16",20700000,"No"
NA,NA,NA,2010,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",39,"2011-12-03","2012-12-03",20900000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular",NA,999,"2011-07-08","2012-07-08",2e+07,"No"
NA,NA,NA,2008,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",59,"2011-10-01","2012-10-01",20500000,"No"
NA,NA,NA,2012,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",44,"2012-10-11","2013-10-11",23500000,"No"
NA,NA,NA,2012,"PLATEADO","SEDAN","HYUNDAI","ELANTRA SUPREME","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2011-08-01","2011-10-01",4.3e+07,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",51,"2011-03-26","2012-03-26",23700000,"No"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",53,"2012-05-28","2013-05-28",34590000,"No"
NA,NA,NA,2013,"ROJO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",41,"2011-09-09","2012-09-09",45300000,"No"
"RESPONSABILIDAD CIVIL EXTRACONTRACTUAL","RC",107000,2006,"BLANCO","PANEL","HYUNDAI","STAREX [1]","PANEL GLS","CAMIONETA","Livianos","Publico",NA,999,"2012-05-01","2013-05-01",31400000,"S�"
NA,NA,NA,2008,"BLANCO","METALICA","HYUNDAI","STAREX [1]","PANEL","CAMIONETA","Livianos","Publico","M",34,"2012-05-08","2013-05-08",4.9e+07,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3150000,2007,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",112,"2012-09-01","2013-09-01",9700000,"S�"
NA,NA,NA,2011,"PLATA","SEDAN","HYUNDAI","ACCENT WEB II","GLS","AUTOMOVIL","Livianos","Particular","M",50,"2011-07-01","2012-07-01",21900000,"No"
NA,NA,NA,2000,"BLANCO","HATCHBACK","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-09-15","2013-09-15",11100000,"No"
NA,NA,NA,1997,"BLANCO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",63,"2011-03-12","2012-03-12",7e+06,"No"
NA,NA,NA,2008,"NEGRO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",38,"2012-07-21","2013-07-21",18200000,"No"
NA,NA,NA,2012,"BLANCO","PLATON","HYUNDAI","HD","78C-E3","CAMION","Pesados","Publico",NA,0,"2011-11-29","2012-11-29",76300000,"No"
NA,NA,NA,2009,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-04-30","2013-04-30",23600000,"No"
NA,NA,NA,2012,"ROJO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",0,"2011-10-21","2012-10-21",47690000,"No"
NA,NA,NA,2013,"NEGRO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",46,"2012-01-04","2013-01-04",0,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,999,"2012-03-06","2013-03-03",13800000,"No"
NA,NA,NA,2007,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",59,"2011-03-14","2012-03-14",12800000,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",23,"2012-10-20","2013-10-20",20700000,"No"
NA,NA,NA,1998,"GRIS","SEDAN","HYUNDAI","ELANTRA AVANTE","GLS","AUTOMOVIL","Livianos","Particular","M",28,"2012-08-21","2013-08-21",9100000,"No"
NA,NA,NA,2005,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico",NA,0,"2011-11-23","2012-11-23",8600000,"No"
NA,NA,NA,2008,"VERDE","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular",NA,999,"2011-04-28","2012-04-28",27540000,"No"
NA,NA,NA,2004,"PLATA","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","F",35,"2011-12-28","2012-12-28",16300000,"No"
NA,NA,NA,2008,"NEGRO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",38,"2012-07-02","2013-07-02",18200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1408675,2010,"VERDE","CABINADO","HYUNDAI","TUCSON","GL","CAMIONETA","Livianos","Particular","F",44,"2011-03-07","2012-03-07",46600000,"S�"
NA,NA,NA,2004,"PLATA","SEDAN","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular","M",46,"2011-02-08","2012-02-08",15400000,"No"
NA,NA,NA,2011,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","F",45,"2012-11-01","2013-11-01",16900000,"No"
NA,NA,NA,2011,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",0,"2011-03-31","2012-03-31",23100000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","M",28,"2012-04-12","2013-04-12",44100000,"No"
NA,NA,NA,2013,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Oficial",NA,999,"2011-03-28","2012-03-28",44400000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,999,"2011-03-03","2011-10-01",61100000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",43,"2011-12-08","2012-06-19",38210200,"No"
NA,NA,NA,2011,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",51,"2011-10-20","2012-10-20",17600000,"No"
NA,NA,NA,1999,"BLANCO","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",68,"2011-08-09","2012-08-09",7700000,"No"
NA,NA,NA,2013,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",27,"2012-11-01","2013-11-01",46806200,"No"
NA,NA,NA,2008,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",40,"2011-11-24","2012-11-24",13700000,"No"
NA,NA,NA,2012,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",53,"2012-01-13","2012-11-01",34590000,"No"
NA,NA,NA,2010,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL","Livianos","Particular","M",67,"2012-08-19","2013-08-19",16400000,"No"
NA,NA,NA,2000,"GRIS","SEDAN","HYUNDAI","ACCENT VERNA","GLS","AUTOMOVIL","Livianos","Particular","F",55,"2011-07-22","2012-07-22",11300000,"No"
NA,NA,NA,2012,"NEGRO","ST. WAGON","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",47,"2011-05-22","2012-05-22",45129054,"No"
NA,NA,NA,2008,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",64,"2012-10-01","2013-01-01",12300000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",34,"2012-01-26","2012-09-28",23070000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",61,"2012-10-02","2013-10-02",13500000,"No"
NA,NA,NA,2004,"AMARILLO","SEDAN","HYUNDAI","ACCENT GYRO","S. PONY","AUTOMOVIL TAXI","Livianos","Publico","M",38,"2013-01-01","2013-04-01",6200000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Oficial",NA,999,"2012-09-25","2013-09-25",60300000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",72,"2012-09-05","2013-09-05",23200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3305604,2012,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",54,"2012-03-06","2013-01-11",0,"S�"
NA,NA,NA,2008,"PLATA","CABINADO","HYUNDAI","TUCSON","GL CRDI","CAMIONETA","Livianos","Particular",NA,0,"2012-02-15","2012-12-31",0,"No"
NA,NA,NA,2010,"BLANCO","SEDAN","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",50,"2011-07-17","2012-07-17",47400000,"No"
NA,NA,NA,2012,"BRONCE SUAVE","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","F",61,"2012-04-26","2013-04-26",37800000,"No"
NA,NA,NA,2011,"CHAMPA�A","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",41,"2012-06-30","2013-06-30",22535000,"No"
NA,NA,NA,2007,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",30,"2011-02-16","2012-02-16",17600000,"No"
NA,NA,NA,1999,"PLATA","SEDAN","HYUNDAI","ATOS [1]","GL","AUTOMOVIL","Livianos","Particular","F",40,"2011-09-24","2012-09-24",6500000,"No"
NA,NA,NA,2007,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",112,"2011-12-13","2012-12-13",9700000,"No"
NA,NA,NA,2011,"BLANCO","CABINADO","HYUNDAI","H100","2.5","CAMIONETA","Livianos","Oficial",NA,0,"2012-05-31","2013-05-31",51200000,"No"
NA,NA,NA,2012,"BLANCO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","M",40,"2012-12-24","2014-12-24",0,"No"
NA,NA,NA,2010,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",65,"2012-02-25","2013-02-25",24400000,"No"
NA,NA,NA,2007,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",30,"2011-12-30","2012-12-30",17600000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",36,"2012-07-04","2013-07-04",4.7e+07,"No"
NA,NA,NA,2013,"GRIS","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Oficial",NA,999,"2011-04-15","2012-04-15",44400000,"No"
NA,NA,NA,2008,"CAFE","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",53,"2012-04-28","2013-04-28",16500000,"No"
NA,NA,NA,2007,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",58,"2012-03-24","2013-03-24",19100000,"No"
NA,NA,NA,2008,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",41,"2012-03-19","2013-03-19",21200000,"No"
NA,NA,NA,2012,"BLANCO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",32,"2011-03-07","2012-03-07",40690000,"No"
NA,NA,NA,2010,"BEIGE","CABINADO","HYUNDAI","VERACRUZ","GL","CAMPERO","Livianos","Particular",NA,0,"2012-09-22","2013-09-22",70400000,"No"
NA,NA,NA,2000,"AZUL","SEDAN","HYUNDAI","ACCENT","L","AUTOMOVIL","Livianos","Particular","F",56,"2012-07-29","2013-07-29",9300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2010,"PLATA","HATCHBACK","HYUNDAI","i30","GLS","AUTOMOVIL","Livianos","Particular","M",54,"2012-12-28","2013-12-28",33400000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2011,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2012-08-31","2013-08-31",24700000,"No"
NA,NA,NA,2011,"ROJO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",63,"2011-07-01","2012-07-01",24500000,"No"
NA,NA,NA,2007,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",22,"2012-12-19","2013-12-19",10900000,"No"
NA,NA,NA,2011,"NEGRO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",58,"2012-09-14","2013-09-14",50900000,"No"
NA,NA,NA,2008,"BEIGE","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",46,"2011-07-18","2012-07-18",2.1e+07,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",49,"2012-02-12","2013-02-12",32990000,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",31,"2011-10-01","2012-10-01",23127000,"No"
NA,NA,NA,2012,"PLATA","SEDAN","HYUNDAI","i35 ELANTRA","1.6L","AUTOMOVIL","Livianos","Particular","M",28,"2012-08-31","2013-08-31",44100000,"No"
NA,NA,NA,2012,"AZUL","HATCHBACK","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",85,"2012-06-15","2013-06-15",2.9e+07,"No"
NA,NA,NA,2000,"ROJO","SEDAN","HYUNDAI","ATOS [1]","GL","AUTOMOVIL","Livianos","Particular","F",23,"2012-01-25","2013-01-25",7900000,"No"
NA,NA,NA,2012,"BLANCO","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Particular","F",35,"2013-01-02","2014-01-02",59800000,"No"
NA,NA,NA,2012,"BRONCE SUAVE","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",49,"2012-09-09","2013-09-09",0,"No"
NA,NA,NA,1998,"AZUL","SEDAN","HYUNDAI","ACCENT","L","AUTOMOVIL","Livianos","Particular","F",30,"2012-09-20","2013-09-20",7500000,"No"
NA,NA,NA,2012,"NEGRO","HATCHBACK","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","F",36,"2011-10-05","2012-10-05",0,"No"
NA,NA,NA,2009,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",0,"2011-12-29","2012-12-29",23600000,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",31,"2011-11-30","2012-11-30",5.4e+07,"No"
NA,NA,NA,2012,"GRIS","HATCHBACK","HYUNDAI","SANTA FE [2] [FL]","GL CRDI","CAMPERO","Livianos","Particular","M",55,"2011-11-17","2012-11-17",76500000,"No"
NA,NA,NA,2007,"PLATA","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","M",41,"2012-07-30","2013-07-30",15400000,"No"
NA,NA,NA,2010,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",32,"2012-03-08","2013-03-08",23200000,"No"
NA,NA,NA,2011,"BLANCO","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2011-11-02","2012-11-02",22900000,"No"
NA,NA,NA,2013,"NEGRO","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","M",35,"2011-07-09","2012-07-09",54990000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,1998,"PLATA","SEDAN","HYUNDAI","ACCENT","LS","AUTOMOVIL","Livianos","Particular","M",22,"2012-02-09","2013-02-09",7900000,"No"
NA,NA,NA,2013,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","F",0,"2011-08-08","2012-08-08",33500000,"No"
NA,NA,NA,2012,"AZUL","SEDAN","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",37,"2012-09-06","2013-09-06",33490000,"No"
NA,NA,NA,2010,"BLANCO","VAN DE PASAJEROS","HYUNDAI","STAREX [2]","H1","BUS / BUSETA / MICROBUS","Pesados","Oficial",NA,999,"2012-07-09","2013-07-09",84079178,"No"
NA,NA,NA,2010,"PLATA","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",45,"2011-08-14","2012-08-14",20900000,"No"
NA,NA,NA,2009,"BLANCO","CABINADO","HYUNDAI","TUCSON","GL","CAMPERO","Livianos","Oficial",NA,999,"2011-05-21","2012-05-21",0,"No"
NA,NA,NA,2011,"BLANCO","PICK UP - DOBLE CABINA","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Particular","F",52,"2011-04-06","2012-04-06",58406480,"No"
NA,NA,NA,2003,"PLATEADO","SEDAN","HYUNDAI","ELANTRA FL","GLS","AUTOMOVIL","Livianos","Particular","M",57,"2011-05-26","2012-05-26",17100000,"No"
NA,NA,NA,2008,"PLATA","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",56,"2012-01-18","2013-01-18",20300000,"No"
NA,NA,NA,2010,"NEGRO","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",39,"2011-12-23","2012-10-01",20900000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",49,"2012-06-18","2013-06-18",23200000,"No"
"PERDIDA TOTAL POR DA�OS","PTD",31760300,2013,"PLATA","HATCHBACK","HYUNDAI","ACCENT i25","1.4L","AUTOMOVIL","Livianos","Particular","M",21,"2012-04-30","2013-04-30",33690000,"S�"
NA,NA,NA,1993,"ROJO","SEDAN","HYUNDAI","ELANTRA","GLS","AUTOMOVIL","Livianos","Particular","F",59,"2011-09-17","2012-09-17",5900000,"No"
NA,NA,NA,2008,"GRIS","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","F",32,"2011-04-14","2012-04-14",21200000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-05-01","2012-05-01",56800000,"No"
NA,NA,NA,2000,"AZUL","SEDAN","HYUNDAI","ACCENT","L","AUTOMOVIL","Livianos","Particular","F",56,"2011-10-01","2012-10-01",9300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2011,"ROJO","HATCHBACK","HYUNDAI","ATOS [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",53,"2011-03-04","2012-03-04",21190000,"No"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","F",36,"2012-07-26","2013-07-26",22990000,"No"
NA,NA,NA,2005,"ROJO","FURGON","HYUNDAI","HD","65C [ASL]","FURGON","Pesados","Publico","M",0,"2012-04-18","2013-04-18",39200000,"No"
NA,NA,NA,2006,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",37,"2011-01-13","2012-01-13",7700000,"No"
NA,NA,NA,2012,"NEGRO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",60,"2011-02-22","2012-02-22",40500000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L CRDI","CAMIONETA","Livianos","Oficial",NA,999,"2011-03-05","2012-03-05",60300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",6839376.45,2009,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",34,"2011-07-23","2012-07-23",15400000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",2280489,2012,"PLATA","SEDAN","HYUNDAI","ACCENT i25","1.6L","AUTOMOVIL","Livianos","Particular","M",58,"2012-05-12","2013-05-12",34200000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2008,"PLATA","CABINADO","HYUNDAI","VERACRUZ","GLS","CAMPERO","Livianos","Particular","M",54,"2011-12-13","2012-12-13",81300000,"No"
NA,NA,NA,2011,"NEGRO","SEDAN","HYUNDAI","ACCENT VISION","GLS","AUTOMOVIL","Livianos","Particular","M",52,"2012-10-11","2013-10-11",25300000,"No"
NA,NA,NA,2009,"AMARILLO","SEDAN","HYUNDAI","-","GLS","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2012-03-31","2013-03-31",25400000,"No"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",112,"2011-10-01","2012-10-01",13800000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-07-27","2012-07-27",56800000,"No"
NA,NA,NA,2012,"BLANCO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",35,"2012-06-14","2013-06-14",48500000,"No"
NA,NA,NA,2012,"NEGRO","CABINADO","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","M",28,"2012-07-31","2013-07-31",18200000,"No"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,999,"2011-08-02","2012-08-02",61100000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3559185,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",42,"2011-09-29","2012-09-29",22790000,"S�"
"PERDIDA PARCIAL POR DA�OS","PPD",2843407,2002,"GRIS","SEDAN","HYUNDAI","ACCENT","NEXT","AUTOMOVIL","Livianos","Particular","F",72,"2012-11-11","2013-11-11",9300000,"S�"
NA,NA,NA,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",71,"2012-11-01","2013-11-01",23200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",0,2013,"ROJO","CABINADO","HYUNDAI","TUCSON IX 35","2.4L","CAMPERO","Livianos","Particular","M",49,"2012-07-16","2013-07-16",69430000,"No"
NA,NA,NA,2011,"GRIS","SEDAN","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2012-10-01","2013-01-01",20800000,"No"
NA,NA,NA,2012,"ROJO","SEDAN","HYUNDAI","i35 ELANTRA","1.8L","AUTOMOVIL","Livianos","Particular","M",43,"2012-02-24","2013-02-24",46690000,"No"
NA,NA,NA,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2012-06-21","2013-06-21",56800000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",1251702,2013,"NARANJA","HATCHBACK","HYUNDAI","VELOSTER","COUPE","AUTOMOVIL","Livianos","Particular","M",59,"2012-08-31","2013-08-31",5.7e+07,"S�"
NA,NA,NA,2009,"BLANCO","HATCHBACK","HYUNDAI","ATOS [2]","SANTRO","AUTOMOVIL","Livianos","Particular","F",49,"2012-05-01","2013-05-01",15300000,"No"
"PERDIDA TOTAL O PARCIAL POR HURTO","PTH",0,2007,"AMARILLO","SEDAN","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","M",22,"2012-03-23","2013-03-23",10900000,"No"
NA,NA,NA,2004,"AZUL","SEDAN","HYUNDAI","ACCENT GYRO","GLS","AUTOMOVIL","Livianos","Particular","F",41,"2012-03-05","2013-02-08",13900000,"No"
NA,NA,NA,2010,"BLANCO","CABINADO","HYUNDAI","SANTA FE [2]","GL","CAMPERO","Livianos","Particular","M",48,"2011-08-08","2012-05-11",58300000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",950337,2010,"GRIS","CABINADO","HYUNDAI","TUCSON IX 35","2.0L","CAMPERO","Livianos","Oficial",NA,999,"2011-10-01","2012-10-01",56800000,"S�"
NA,NA,NA,2012,"PLATA","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",46,"2011-08-26","2012-08-26",22990000,"No"
NA,NA,NA,2011,"AZUL","HATCHBACK","HYUNDAI","i10","GL","AUTOMOVIL","Livianos","Particular","M",0,"2012-03-20","2013-03-20",17900000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",7672451,2010,"AMARILLO","HATCHBACK","HYUNDAI","ATOS [2]","PRIME","AUTOMOVIL TAXI","Livianos","Publico","F",49,"2011-07-28","2012-07-28",17300000,"S�"
NA,NA,NA,2002,"AZUL","SEDAN","HYUNDAI","ACCENT VERNA","GL","AUTOMOVIL","Livianos","Particular","F",56,"2011-03-31","2012-03-31",11200000,"No"
"PERDIDA PARCIAL POR DA�OS","PPD",3900609,2011,"BEIGE","HATCHBACK","HYUNDAI","GETZ [1] [FL]","GL","AUTOMOVIL","Livianos","Particular","F",0,"2011-07-22","2012-07-22",26100000,"S�"
NA,NA,NA,2011,"GRIS","ST. WAGON","HYUNDAI","TUCSON IX 35","2.0L","CAMIONETA","Livianos","Oficial",NA,999,"2011-10-13","2012-10-13",61100000,"No"
